date,s01_consumption,s02_govt_consumption,s03_construction,s04_exports,s05_imports,s06_capital,s07_gdp,s08_manufacturing,s09_transport_storage_communication,s10_total_output,s11_distribution_hotels_catering,s12_all_production_industries,s13_electricity_gas_and_water_supply,s14_manuf_of_food_drink_tobacco,s15_manuf_coke_petroleum_prod_nuclear_fuels,s16_manuf_of_chemicals_man_made_fibres,s17_total_production,s18_rpi_total_food,s19_rpi_total_non_food,s20_rpi_all_items_other_than_seasonal_food,s21_cpi,s22_gdp_deflator,s23_wages,s24_rpix,s25_rpi,s26_m4_total,s27_m4_households,s28_m4_pnfcs,s29_m4_ofcs,s30_m0,s31_m4_lending,s32_m4l_households,s33_m4l_pnfcs,s34_house_prices,s35_dividend_yield,s36_pe_ratio,s37_ftse_all_share_index,s38_pounds_dollar,s39_pounds_euro,s40_pounds_yen,base_rate
1983-07-01,92508.0,43807.0,64.7,27367.0,24356.0,20864.0,164321.0,75.6,37.7,53.3,52.2,76.3,58.0,87.3,99.9,52.2,3.5,92.3,90.2,90.5,52.946944425730464,46.5,36694.0,87.26245505906523,161186.63533983676,25175.752558053242,10110.56305071219,126600.04258816631,12794.481841949393,1185.0,40987.6863528672,16035.474302933142,87324.45327239421,28.144689539485995,4.7067,12.3567,449.3743,0.6626905235255136,0.5701904436081651,0.002731018194589416,9.5611
1983-10-01,92478.0,44179.0,65.4,27792.0,25217.0,22019.0,166221.0,76.7,38.1,53.8,52.7,77.4,59.9,86.5,97.8,52.5,5.9,94.1,91.0,91.4,53.62323476118468,47.1,37356.0,88.05855161787366,166278.03873429177,26882.368106378515,10464.555803096233,129797.72099490532,12965.752047943268,1430.0,41930.20285422661,16434.58044612819,91116.21790138198,28.231373341538212,4.78,12.86,450.4022,0.6810133478616182,0.5739869130983813,0.0029050504592739524,9.0734
1984-01-01,92983.0,44597.0,66.2,28488.0,25520.0,22708.0,167713.0,78.0,38.4,54.6,54.4,77.9,61.4,87.1,97.2,53.5,4.4,95.7,91.3,91.8,54.00059909125907,47.1,37972.0,88.57216230097586,171262.03526287916,27846.144999005282,11106.709747091023,133380.76291494645,13208.716758771787,2232.0,43702.45197994465,17368.631332881294,95015.21255408926,29.064507306756727,4.4167,11.5233,499.4367,0.6969126768415917,0.5793407102717109,0.003019125860413131,8.9444
1984-04-01,93674.0,44032.0,67.1,28404.0,26649.0,22997.0,166498.0,77.8,38.9,54.7,54.0,75.4,52.7,87.8,96.5,53.9,0.1,97.8,93.2,93.6,54.60949207004208,48.5,38611.0,90.6266050333847,177020.12938130053,28423.056669542013,12282.86708459824,137158.7327108102,13395.912920894336,2461.0,45035.23703786722,17828.712664221344,99444.55309017358,29.861354384644123,4.59,10.9367,509.8798,0.7164863509350147,0.590876861262113,0.0031180166171577593,8.8441
1984-07-01,93029.0,44380.0,67.7,29266.0,26864.0,23186.0,167223.0,78.5,39.5,55.2,54.3,74.7,43.0,86.3,93.0,55.4,-2.1,97.2,94.3,94.8,55.03395191219988,48.7,39104.0,90.67796610169492,182211.42454923096,29537.663788634938,13052.019071478153,140676.78099663497,13564.192491834698,2097.0,46607.483531399776,18399.312182964346,103780.15010741595,30.035836176557847,4.8667,11.5367,501.8934,0.7702380035430948,0.5916809656233359,0.0031632996505186546,10.8927
1984-10-01,94713.0,44603.0,66.8,29874.0,27966.0,23473.0,169561.0,78.5,40.1,55.9,55.2,75.7,44.2,85.9,100.4,55.7,-2.2,97.2,95.8,96.1,55.573476099180176,49.3,40466.0,91.628145865434,188563.04791750322,30260.39630867167,14167.100934810185,145104.28807190683,13710.554859478396,1901.0,48813.997795240866,19445.288192390723,107955.4707853082,30.97120594876909,4.5933,12.0833,553.0837,0.8232485387338438,0.6007088364269838,0.003343318711886167,9.9674
1985-01-01,95533.0,45267.0,67.7,30221.0,28038.0,25335.0,171309.0,80.8,40.6,56.3,55.7,78.4,50.7,87.7,110.6,57.1,0.6,99.0,96.9,97.2,56.30511437402981,49.8,41669.0,93.16897791474064,194642.8256715923,32029.51432664288,15071.40429051693,148890.47403780386,13936.59131478391,2405.0,50830.03906471659,21180.633869885296,112648.23182780285,31.186302530063614,4.33,11.65,613.6701,0.8958165367732688,0.6134969325153374,0.0034808300248043945,12.8431
1985-04-01,96117.0,43475.0,67.2,31446.0,27298.0,23296.0,174026.0,81.2,40.5,56.6,56.5,81.5,64.8,86.6,103.6,57.3,8.0,100.9,100.5,100.4,57.2418045266038,51.0,42157.0,95.42886492039035,199776.26699383222,32366.25079760212,15780.9052338011,152695.07530509145,14068.026555792636,1902.0,52416.09576872003,22410.39757028035,117234.41317255708,31.575299369812292,4.5233,11.8133,625.5676,0.7969397513547977,0.5779678649867067,0.003174921674682286,12.4739
1985-07-01,97608.0,44102.0,66.1,30539.0,26758.0,23689.0,174063.0,80.4,40.9,56.9,57.0,80.6,65.5,85.7,111.1,56.5,7.9,99.8,101.1,101.0,57.72814286660452,51.5,42797.0,95.73703133025167,206478.33225101826,33397.92998547387,16795.02367494214,157520.80503448503,14066.035186756499,2459.0,53104.647142615875,22768.004334570254,122355.0846404438,31.791665791669907,4.6267,12.5767,619.3471,0.7263746640517179,0.5700929251467989,0.0030483539041335373,11.5652
1985-10-01,98962.0,44247.0,67.7,30727.0,27598.0,23851.0,175263.0,79.3,41.2,57.5,57.6,80.1,63.4,85.6,105.0,55.3,5.8,100.3,101.6,101.4,58.20160553048552,52.2,43828.0,96.32768361581921,213286.78745962548,34338.79628727304,17715.56056501743,162336.4344971789,14255.21524518955,2731.0,53996.042728541404,23884.544576679164,128157.53600824936,32.20201621593601,4.39,13.3,667.8863,0.6967184560719013,0.594106463878327,0.003361942342016446,11.375
1986-01-01,101923.0,45512.0,64.7,31455.0,28338.0,23916.0,177735.0,80.7,41.7,58.3,58.1,80.6,67.9,86.3,123.6,56.1,2.9,102.1,102.0,102.0,58.651566526958696,52.3,44767.0,96.91833590138675,222814.13259324568,36688.37016396399,18922.571591008265,168864.69700014254,14414.513641559877,2943.0,56341.76679380513,25578.59214729347,133285.27132435888,32.1448827522254,4.1167,14.1333,726.3932,0.6949753283758426,0.640861317610869,0.003701556800759263,12.075
1986-04-01,103420.0,44981.0,69.8,31933.0,29342.0,23381.0,179752.0,80.5,42.0,58.9,59.5,81.8,68.2,86.4,111.4,57.6,0.5,103.9,103.2,103.1,58.789405498598775,52.5,45655.0,98.61325115562404,231227.67476174643,39624.380734303195,19654.035551379297,173685.85108554695,14540.956743678822,3853.0,57031.08386750238,27705.41763652675,139903.09686817162,33.30020069788127,3.84,13.95,801.1147,0.662778366914104,0.6356066865823429,0.003905200477371706,10.3091
1986-07-01,103833.0,44626.0,71.8,31955.0,29564.0,24806.0,180728.0,80.9,42.5,59.4,60.5,82.1,67.2,86.4,113.7,57.5,1.9,103.5,103.5,103.4,59.292004508305915,53.1,46448.0,99.02413970210581,239044.88279799584,43157.00831384,20833.44944376677,177161.75954093307,14728.119544432733,4146.0,57426.10179034259,30291.0822034862,146205.6326809176,34.120554202828174,4.0133,14.28,792.7581,0.6717721348918447,0.6794863083508867,0.0043141066542075265,9.875
1986-10-01,104326.0,44696.0,73.5,32828.0,29973.0,25937.0,183762.0,83.7,44.0,60.1,61.4,83.6,65.2,88.4,126.7,58.8,4.5,103.6,105.1,104.8,59.79948956971314,53.6,47118.0,99.64047252182846,246575.78193062585,44667.43141548498,22781.46666524964,181242.6316613472,15015.80299382631,4042.0,61992.830785711,33508.38032781981,152601.33179493787,35.01823571784587,4.0867,16.5633,805.404,0.698616738857063,0.7265857734505557,0.004365872325302894,10.7228
1987-01-01,105844.0,44740.0,75.1,33711.0,29630.0,24713.0,184714.0,83.4,43.5,60.3,62.2,83.8,70.1,89.5,114.5,60.4,4.0,105.8,106.2,105.9,60.45602897635197,54.5,48009.0,100.3,255124.84150395967,45555.89296938481,27621.047646705905,184973.11286999707,15052.633269648091,3004.0,61758.923933989725,35683.32031417001,159096.94122267462,35.76498975685616,3.6,18.9533,944.5664,0.6483822861959411,0.7289161017566879,0.004239580383291983,10.6694
1987-04-01,107660.0,45133.0,76.0,33348.0,31110.0,25672.0,186651.0,84.2,45.5,61.3,63.8,84.7,68.4,89.4,91.4,61.5,3.4,107.1,107.8,107.4,60.70595605432569,55.3,49294.0,101.9,264635.9302152139,47420.63969748615,29478.977866160825,190732.4765852211,15154.158667618343,3043.0,64375.25241709245,39202.12365096605,165655.82374868213,37.45177692884312,3.2533,19.0333,1066.731,0.6093845216331505,0.7000350017500875,0.0042748616334160805,9.2266
1987-07-01,110118.0,45001.0,79.5,34529.0,32545.0,28062.0,190764.0,86.2,46.7,62.3,64.9,86.1,68.1,89.3,95.8,63.5,4.9,105.8,108.4,107.9,61.16813231503866,56.2,50660.0,102.2,275974.3362532663,50200.87897720716,33062.01777248987,195589.90800884832,15425.88730334886,3315.0,67822.31078199387,41991.25870369113,172410.10507763067,38.41970600082762,3.0433,12.8733,1175.2746,0.6181233774261343,0.6976906439684644,0.004209579824999347,9.4837
1987-10-01,112294.0,44872.0,81.9,34364.0,33163.0,28666.0,192549.0,87.7,46.7,62.7,65.8,86.9,69.2,90.1,114.8,63.5,3.9,107.0,109.6,109.1,61.898404688960625,56.7,52226.0,103.3,287945.3894411082,53345.22456979736,35404.55862519867,202227.93630166323,15726.490089450128,4629.0,71550.73774974862,43494.64944740353,180837.53643405857,37.899154412071155,4.1233,13.1167,915.6406,0.5692491603574885,0.6918021445866482,0.0042159724646406395,9.0217
1988-01-01,114634.0,45318.0,83.7,33816.0,33609.0,29941.0,195633.0,89.6,47.8,63.8,67.3,88.0,66.8,91.2,105.2,63.4,4.9,108.9,109.9,109.4,62.47974863333334,57.5,53714.0,104.0,298584.3083426212,54780.12297626908,37260.18929339704,210259.44028077996,15913.62725868974,4701.0,77347.10773347807,44959.766471112765,189102.22060368856,38.16968649250945,4.1933,12.74,909.3843,0.5563591854901524,0.6862475981334065,0.004350968242717893,8.6223
1988-04-01,115892.0,44936.0,84.3,34499.0,35030.0,30778.0,196557.0,90.2,47.2,64.0,67.3,88.6,67.8,91.1,102.9,65.0,4.6,110.1,112.6,112.1,62.98556141666666,58.5,55036.0,106.4,309261.09209919284,55239.84967780973,39879.40469270034,217557.70798877702,16217.227453466769,4751.0,83415.88080179713,47769.34927962563,200072.84708027114,41.08859093248235,4.2033,12.1933,932.3206,0.5436555398499511,0.6612881893929374,0.004325489634612914,7.9739
1988-07-01,118641.0,44511.0,84.9,34640.0,35984.0,31126.0,199286.0,92.8,47.7,64.8,68.6,90.6,70.9,92.1,109.0,65.7,5.1,109.9,114.6,113.9,63.79775950333334,59.7,56736.0,107.4,327240.02212085313,57197.46213469774,43040.846279602156,229941.12599277656,16696.002318260107,5983.0,88755.31223826429,51041.29599531334,210989.41094033376,45.0585333598628,4.3433,11.7467,946.0131,0.5901794145420208,0.6566850538481744,0.004416569023686502,10.8967
1988-10-01,119884.0,45314.0,86.7,33890.0,38034.0,31178.0,200700.0,93.8,49.0,65.4,69.6,90.9,69.1,91.2,97.4,67.5,4.6,111.3,117.3,116.4,64.66237353000001,61.1,58574.0,108.6,337496.58012343483,58148.65149473766,44953.27420749691,237276.62663238213,16817.435028575343,3600.0,94604.44026283851,54288.50076575919,220178.9870330752,46.822669523417176,4.5367,12.8167,941.0539,0.5584408331937232,0.6533385600418137,0.004461419650501308,12.2772
1989-01-01,120579.0,45171.0,88.3,35573.0,38612.0,33007.0,201193.0,95.2,49.4,65.4,70.1,91.0,66.3,90.7,102.0,68.3,3.5,113.5,119.0,118.1,65.64798446333333,62.2,59951.0,109.9,350650.0291079714,60974.18151664079,47844.30151203275,245545.41671683025,16918.96674641581,2283.0,100402.58725623247,57590.77169924073,229727.50438199812,47.963931330554296,4.2733,12.63,1037.062,0.572737686139748,0.6442468754026542,0.004459054288094147,12.875
1989-04-01,121361.0,45112.0,89.7,34898.0,37842.0,32405.0,202468.0,95.2,49.8,65.8,70.7,91.0,70.6,91.3,110.3,68.1,2.7,116.0,122.6,121.5,66.28587789333334,62.7,61589.0,112.8,365115.8668880128,63774.36483706896,51880.248566390736,253167.27945541055,17183.74553999977,2957.0,107521.25702241172,60454.91835590985,238898.8535588712,49.66416965226425,4.2633,13.2333,1090.0284,0.6153467478924374,0.6618133686300464,0.004462522619411527,13.2308
1989-07-01,121188.0,45880.0,89.4,35782.0,38731.0,32840.0,202668.0,95.3,50.6,65.8,70.6,91.6,69.1,91.9,111.5,68.9,1.1,116.5,123.9,122.9,67.09313950333335,64.2,63234.0,113.6,382161.3915382234,65718.79790749881,55994.81942005286,263427.93668135424,17453.280849835064,3599.0,117693.8813393934,64459.75964026307,247837.3898092395,49.490632145890395,4.0367,12.2067,1182.96,0.6264094211976948,0.6754931099702783,0.004409672705272469,13.7595
1989-10-01,121881.0,45670.0,90.3,36808.0,38099.0,32131.0,202885.0,95.4,50.4,66.1,70.4,91.8,69.1,92.1,112.6,69.0,1.0,119.4,126.2,125.3,68.19295103,65.5,65286.0,115.2,398330.8122332185,69174.87739898548,59327.116491894834,273100.35051846533,17866.55345746671,4755.0,122734.00620549478,68659.42945442747,257816.07939648905,47.69474777865397,4.4,11.62,1129.4216,0.6306363120388472,0.7112881428266591,0.004408720095651591,14.8139
1990-01-01,122094.0,46148.0,93.1,37713.0,39151.0,32343.0,204446.0,95.5,51.2,67.0,71.0,91.1,66.5,93.1,105.8,68.9,0.1,123.1,128.1,127.2,69.46117626666666,66.4,67215.0,116.7,412509.52038269496,71946.94811738704,63736.53495724567,280705.31638370536,18004.313212278106,4726.0,128206.89305958145,73143.89992562846,267797.26379772363,45.37059652722576,4.55,11.0167,1149.0291,0.6038282712396594,0.7279609812914029,0.00408437335093426,14.875
1990-04-01,123053.0,46184.0,93.3,37684.0,39025.0,31843.0,205530.0,96.1,50.8,66.9,70.8,92.4,70.9,92.4,99.2,69.0,1.5,125.9,134.7,133.2,70.70570078,67.9,68886.0,121.9,427251.28547526314,73047.99980816487,68151.5364179663,289695.4863882965,18287.816173960233,4040.0,133105.0100543066,76820.94996066851,276160.0017867745,44.11997857530617,4.87,10.4967,1120.6936,0.5969436485195797,0.7293414047115455,0.0038484214544877984,14.875
1990-07-01,122011.0,46556.0,91.4,37602.0,38312.0,31572.0,203075.0,95.0,50.4,66.5,69.7,90.9,72.0,93.2,104.0,68.5,-0.7,126.0,137.3,135.7,72.12181711000001,69.7,69922.0,123.7,437498.52023315127,72651.3551406702,69624.28941695213,297913.3065283652,18313.77191502268,3263.0,136108.77807489166,79631.22070834268,283509.8839170837,41.979876100142654,5.1733,10.5867,1084.2958,0.5366822304513498,0.6963788300835655,0.003698200233874183,14.875
1990-10-01,121405.0,46964.0,90.2,37862.0,37617.0,31284.0,201905.0,93.8,50.2,66.4,68.5,90.0,73.0,93.3,107.4,67.2,-2.0,127.6,139.5,137.7,73.56225591333335,70.1,70500.0,125.9,445376.93778556277,71438.30521506716,71800.59015297223,304677.16965773737,18271.844118744568,3802.0,139261.12458931757,82300.36593035767,290949.8325274326,39.48543505188169,5.52,11.6933,1017.7424,0.5142974696564493,0.702000702000702,0.003935133263287961,13.9511
1991-01-01,120819.0,47149.0,86.7,36534.0,36484.0,29753.0,201814.0,91.9,48.7,66.3,68.1,89.0,73.8,93.0,114.1,69.0,-2.3,130.4,139.9,138.4,74.33866172333333,71.5,71678.0,126.6,451388.4547546205,71650.07459822846,70398.79459133117,312320.0615714087,18453.52438697072,3301.0,141684.67314108938,84161.29515199902,297335.06866550486,38.808456533684314,5.1967,12.82,1096.15,0.5245764045533232,0.7020992768377449,0.003921745490482904,13.375
1991-04-01,119859.0,48404.0,84.9,37744.0,36574.0,29245.0,201137.0,90.3,49.2,66.5,67.5,87.9,77.4,93.3,108.6,69.6,-4.8,132.8,142.9,141.3,76.61622734,72.6,72593.0,130.1,459315.00079562666,75139.47056008302,68651.46306658225,319130.52293779183,18657.166006301133,2994.0,139973.5009286214,86208.24227758544,303642.85659364675,38.25621130085916,4.81,14.1667,1206.7208,0.5846243788365976,0.6951685783802573,0.004239542638140198,11.7266
1991-07-01,120316.0,48011.0,84.0,38303.0,36800.0,28688.0,200362.0,89.3,49.3,66.8,67.7,87.2,72.2,92.2,110.2,70.6,-4.1,132.3,143.7,142.1,77.69463096999999,73.5,73930.0,131.4,465283.5558964941,75113.77929039171,68927.95109824423,324175.11323047953,18739.021521960276,2535.0,140573.97122860717,87913.69748791831,309525.85264162754,37.37449374191091,4.76,14.2367,1238.7745,0.5936479667557139,0.6988608568034104,0.004352375265277273,10.788
1991-10-01,119588.0,47902.0,82.9,38179.0,37342.0,28892.0,200579.0,89.9,49.6,66.7,67.6,88.1,75.1,92.5,116.8,72.2,-2.2,133.2,145.2,143.4,78.74807478666666,74.6,74745.0,133.0,471616.1372151166,78574.03007313586,69295.28304203902,327151.75436732045,18900.74002332093,2051.0,140546.69006866319,89230.58336553499,314917.2319177711,36.0228145814133,4.9567,14.88,1206.0119,0.5630947688495974,0.7078142695356738,0.0043509549911109995,10.375
1992-01-01,118935.0,48036.0,82.3,38657.0,38061.0,29152.0,201017.0,90.2,50.1,66.5,67.0,88.1,74.5,93.9,120.8,71.8,-1.0,135.8,145.8,144.1,79.50365871666666,75.4,75558.0,133.8,476044.2914366962,77650.73629818013,69044.40371878445,333053.5534198722,18828.861644615536,1845.0,140097.9853471474,88690.24168168961,320156.28359637305,34.716848288496536,4.93,16.15,1206.5675,0.5644615037254459,0.712809180982251,0.004398624462158194,10.375
1992-04-01,120671.0,48244.0,81.2,39616.0,39811.0,29038.0,200527.0,90.2,50.2,66.7,67.8,87.7,73.4,95.4,123.1,72.2,-0.3,135.9,149.3,147.4,79.90514584666667,76.2,75675.0,137.0,481662.57841127587,79137.9429391322,69238.29109129378,337192.5854802704,18962.628189924806,1315.0,141115.80043361225,92192.67758767649,324980.8136145583,34.85774833798353,4.7033,14.6767,1264.4786,0.5534034311012729,0.7034327518289252,0.004249962387832868,10.0618
1992-07-01,121726.0,48208.0,81.1,38839.0,39429.0,29134.0,201521.0,90.5,50.2,66.9,68.3,88.6,76.5,95.0,119.1,72.0,1.6,134.0,149.6,147.7,80.27540396333335,75.9,75611.0,137.0,486887.6061877394,79695.9503229184,71098.66573510191,339591.58558855124,19156.30776604597,1207.0,140934.10458388703,92901.7380599742,329666.39046379825,34.420267010839915,5.1433,17.0433,1149.1675,0.5251825009190694,0.7276431637924762,0.004206042232028843,9.7772
1992-10-01,121729.0,48383.0,80.4,40275.0,39903.0,28240.0,202634.0,90.3,51.1,67.4,69.0,89.0,78.8,93.5,113.0,74.0,1.1,134.4,150.2,148.2,80.84607805,76.2,75997.0,137.9,488253.66914641444,78748.2060771218,69654.1026121098,343466.7071405613,19528.691693330482,-928.0,140908.4541920969,93107.36478300983,332873.57601550745,32.81986359269007,4.62,19.21,1275.9603,0.63403499873193,0.8031483414986748,0.00515566499313781,7.5054
1993-01-01,122634.0,47921.0,79.9,40862.0,40316.0,28779.0,203997.0,91.6,51.1,68.0,70.4,89.3,74.6,95.8,118.1,74.3,1.4,137.0,148.5,147.1,81.30229542666666,77.3,76083.0,138.3,491224.83255202125,79470.03053088607,70501.89328525367,345011.0442390404,19734.346475440456,-86.0,139097.20981007005,95673.28311470753,335939.95730331336,32.60987511818447,4.2733,21.3453,1385.4926,0.6770480704129993,0.8063865817272801,0.005598044714941965,6.1528
1993-04-01,122868.0,47525.0,79.8,40344.0,39941.0,28524.0,204922.0,91.5,51.5,68.6,71.4,89.6,77.5,94.6,117.2,73.3,2.2,138.4,151.1,149.4,81.89405852333333,77.6,77301.0,140.9,495243.77909564687,80492.54356187923,69966.47303467664,348756.84921415214,19839.16772088366,-205.0,138857.9342164945,97080.47258360272,339726.96057369205,33.53010892298219,3.9333,22.0048,1404.2544,0.6516356053694774,0.7862253321802029,0.00593174342836975,5.875
1993-07-01,124959.0,48049.0,80.0,41014.0,40804.0,28600.0,206690.0,91.4,52.4,69.3,72.0,90.5,80.9,94.1,117.5,74.0,2.2,138.1,151.7,150.1,82.52778144666667,78.3,78303.0,141.2,502009.73025254,81925.92744143614,71898.72662275626,352054.74674668175,20204.536628894388,46.0,138060.68210633006,99831.81265746728,344274.81744300056,33.1624834661404,3.7867,23.0862,1471.9257,0.6643635397289397,0.7643506840938622,0.006293004821700294,5.875
1993-10-01,125751.0,48006.0,81.4,42110.0,41306.0,29408.0,208476.0,91.9,52.9,69.7,72.1,91.7,82.9,94.2,125.5,74.9,3.0,136.3,152.5,150.7,82.84167588333334,78.8,78861.0,141.6,510705.0391480787,85082.49255213838,74580.76363711894,355253.0631400106,20625.79722461541,1030.0,135957.82342877085,102917.7200986146,348436.7221826615,32.59222719127647,3.6167,23.9556,1569.0594,0.6706008583690987,0.7641754546843955,0.006195372304703279,5.663
1994-01-01,126951.0,47909.0,82.6,43829.0,42346.0,30017.0,210754.0,93.7,53.5,70.7,74.0,93.0,78.5,96.1,112.8,76.5,4.1,137.7,152.6,150.7,83.18229688333334,78.9,79359.0,142.0,518482.29224506824,88753.59534440318,76038.13670786613,358205.51819428883,20843.406724468106,-325.0,134186.43856383898,101366.82703120059,353249.60208499705,32.63478243959888,3.4,19.438,1676.6672,0.671952694530305,0.7560293339381569,0.006245050797243185,5.2306
1994-04-01,126736.0,48616.0,83.5,44019.0,42724.0,29661.0,213757.0,95.4,55.5,71.6,74.4,95.0,80.6,95.6,137.8,77.7,6.0,139.7,155.4,153.2,83.57428332666667,78.9,79612.0,144.3,522010.84226936457,89638.71732879886,77791.41816409015,359221.90964070155,21176.814050904428,672.0,132457.26608213663,103000.52030037223,358397.45671977516,32.50399035494663,3.7833,18.4945,1544.1186,0.6645401382243488,0.7729767334003246,0.006439481750508719,5.125
1994-07-01,127925.0,48561.0,83.5,45228.0,42499.0,30178.0,216738.0,96.4,56.3,72.6,75.4,95.7,80.3,98.2,119.2,78.4,5.7,139.2,155.5,153.3,83.98400148333333,78.9,80849.0,144.3,527167.0189775804,91052.02391622188,77763.00639704704,363201.2964996769,21560.062344784277,176.0,133139.4858599241,106531.7206339924,363469.7933906067,32.57791358352407,3.8367,17.5937,1554.9903,0.6449532408900355,0.7913270554720265,0.0065093656753336705,5.2228
1994-10-01,128443.0,48404.0,83.9,46445.0,44259.0,30678.0,218317.0,98.0,57.4,73.2,75.8,96.9,79.7,98.4,113.0,79.2,5.6,138.9,156.7,154.4,84.30775796666667,80.1,81860.0,144.8,534505.4991298828,92156.44372261972,80562.57736388997,366358.94662117824,21861.467271441143,-334.0,134770.60704887644,112155.41112167679,369075.17513374676,32.6927294841796,4.0033,16.5618,1518.0564,0.6314725940894166,0.7824726134585289,0.006389890681750217,5.7609
1995-01-01,128012.0,48843.0,83.2,48477.0,43538.0,30640.0,218946.0,96.5,58.1,73.9,76.3,95.9,79.3,93.4,134.8,81.1,3.1,142.1,157.8,155.5,85.18136035666667,80.4,82502.0,145.9,546845.4462246214,93218.94363165023,84528.64250958576,373117.5962017512,22327.560460619512,-1145.0,140053.4680990521,114590.82421016855,374548.56668467703,31.718233472279405,4.12,16.2426,1506.5081,0.6317119393556538,0.8041170794467675,0.006582871106067169,6.4472
1995-04-01,129025.0,49062.0,83.8,47897.0,45138.0,30905.0,220345.0,97.4,59.5,74.1,75.8,96.7,81.8,96.4,129.6,82.3,1.8,144.2,160.7,158.3,85.69932789333332,81.3,83616.0,148.2,558261.2864981382,92739.33420500543,90084.54724770067,379003.8821940826,22399.425995011734,-1635.0,142747.7770500183,117807.35145975402,379474.49773950386,31.865312769065074,4.01,16.3249,1611.0339,0.6262132882459766,0.8336112037345782,0.007416824026949772,6.625
1995-07-01,130426.0,48929.0,83.9,49653.0,46161.0,31202.0,222290.0,97.7,60.9,74.8,76.4,97.1,82.5,95.9,134.4,82.0,1.5,145.2,161.1,158.8,86.30064456999999,81.6,84322.0,148.5,570996.0631052002,93100.1298911708,94170.31122817594,387160.71458241163,22742.77340354413,-1501.0,147063.9166514225,123200.71002570886,384170.69485942065,31.460042793895955,3.8667,16.2148,1714.1204,0.6355662895640015,0.8339588024351596,0.006758967121680333,6.625
1995-10-01,131291.0,49138.0,84.9,50479.0,46576.0,31224.0,223167.0,97.9,61.2,74.9,76.2,97.5,83.0,95.6,136.5,82.4,0.7,145.2,161.3,159.2,86.73614058333332,82.0,85850.0,149.0,586927.72304226,98329.2806959088,99681.39427952816,392408.4490330273,23140.00533042165,-1652.0,153260.02731160788,129139.54939820342,389751.73317838786,31.05573588103005,3.8333,16.5645,1758.3119,0.640861317610869,0.8438106488903889,0.006314793730420192,6.5734
1996-01-01,132511.0,49399.0,85.7,51859.0,48599.0,31630.0,225129.0,98.1,62.6,76.0,77.4,98.1,85.1,96.4,128.1,82.0,2.3,148.4,161.7,159.8,87.42619192666666,83.0,86207.0,150.1,599715.2798095505,99331.0635521575,104020.82536707012,399129.2069278217,23591.12814298799,-915.0,158728.39684546232,132955.97937306145,395313.6496965087,31.07498176510128,3.77,16.22,1831.3292,0.6528267397832616,0.8406893652795292,0.006176244065401484,6.125
1996-04-01,134184.0,49064.0,85.7,52921.0,49195.0,32837.0,226199.0,97.3,62.9,77.0,79.4,97.5,86.1,97.7,116.7,82.1,0.8,150.4,163.8,161.9,87.88706203666668,84.2,87191.0,152.4,612925.9690408319,102418.73171390609,108659.20405617212,404860.42453419365,24055.219904961214,-877.0,164379.6477440159,136346.42187605955,401255.05853149836,31.914004464462916,3.7833,16.412,1885.8256,0.6562971713591914,0.8229775327133568,0.006102550927313126,5.8688
1996-07-01,135489.0,49382.0,86.6,53814.0,50168.0,33076.0,227967.0,97.9,63.9,77.6,79.6,98.0,85.5,96.2,122.9,82.4,0.9,149.3,164.3,162.5,88.31566245666666,84.8,88549.0,152.8,628107.3098880847,103832.67784251188,117172.80939503151,410347.3732879608,24419.51089714501,-1304.0,168849.5678641719,141038.38527173077,407412.9362027369,32.343618536509446,3.8567,17.2306,1892.6069,0.6433350488934637,0.819672131147541,0.005904121785500894,5.6875
1996-10-01,136954.0,49527.0,87.2,55307.0,51210.0,33012.0,229807.0,99.0,65.0,78.1,79.5,99.0,86.0,97.3,126.2,83.4,1.5,147.4,165.9,163.7,88.80298616333333,84.7,89375.0,153.8,642478.8652384611,107176.47884590385,122167.70327828065,415703.24754899874,24667.027397972342,-479.0,173165.37073649367,142712.55682419759,414163.17584125063,32.85759590397387,3.7767,17.9344,1967.4669,0.6108362348054487,0.7716644802839725,0.005408791016214474,5.8587
1997-01-01,137264.0,49622.0,87.9,56295.0,52062.0,33253.0,231356.0,99.8,67.7,78.8,79.6,99.3,83.9,99.4,130.6,85.3,1.2,148.0,166.9,164.7,89.07407498333333,85.5,90996.0,154.4,666010.371428203,108212.02753944544,130947.88535123852,428002.7515759553,25072.222944321944,157.0,171661.13364404676,156155.20459319057,421888.528320918,33.1382022131852,3.6133,18.0909,2087.8053,0.6126324817741836,0.7221259387637203,0.005063368051160271,5.9375
1997-04-01,139573.0,48919.0,88.5,57523.0,54528.0,34371.0,233166.0,99.6,68.3,79.5,80.4,99.2,86.5,98.0,127.0,84.2,1.8,149.0,169.1,166.7,89.29892016333334,86.2,92524.0,156.3,684254.5427760853,110334.20608500559,138466.34726141606,436332.1828484026,25596.18270253264,-203.0,175690.2532108029,164818.77594919948,429004.4189905484,34.59052798859335,3.5567,18.9965,2166.4535,0.6112095837662734,0.6990074094785405,0.005110820475786722,6.1985
